name,success,vote_average,vote_count,director_popularity,cast_popularity,movie_popularity,reputable_production,budget_info,budget,revenue,runtime,tmdb_id,imdb_id,reviews,sentiment,year,month,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,history,horror,music,mystery,romance,science_fiction,tv_movie,thriller,war,western
Family Weekend,1,6.4,203,1.799,215.591,11.987,0,0,-1,0,105,172631,tt1821426,1,0.9076,13,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gangster No. 1,1,6.411,203,13.156,295.291,17.352,1,0,-1,30915,103,10394,tt0210065,1,0.04325,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
That Sugar Film,1,6.867,203,4.08,82.239,10.658,0,0,-1,0,97,305091,tt3892434,1,0.9868,14,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Scott: Look Mom I Can Fly,1,6.9,203,0.57,149.918,9.748,0,0,-1,0,85,625561,tt10856726,1,-0.354,19,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12 Mighty Orphans,1,7.2,203,2.208,341.851,18.741,0,0,-1,3615193,118,625169,tt8482584,1,0.9921,21,6,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
St. Agatha,0,5.554,203,8.611,74.888,16.289,0,0,-1,1468454,103,502406,tt6182078,1,0.954,18,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13 Minutes,0,5.955,202,2.852,235.062,125.213,0,0,-1,67413,109,787723,tt9274670,0,-999.0,21,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Green Lantern: Beware My Power,1,6.827,202,3.63,152.824,31.618,1,0,-1,0,87,887357,tt20192230,1,0.781,22,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Unplanned,1,7.0,202,3.33,65.62,17.317,0,1,6000000,21600000,109,576071,tt9024106,0,-999.0,19,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Unplanned,1,7.0,202,3.33,65.62,17.317,0,1,6000000,21600000,109,576071,tt9024106,0,-999.0,19,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The After Party,1,6.116,202,6.707,200.237,11.14,1,0,-1,0,89,538604,tt3960240,0,-999.0,18,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Blade of the 47 Ronin,1,6.485,202,14.476,149.57399999999998,44.699,0,0,-1,0,106,732459,tt12610794,0,-999.0,22,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Arthur Newman,0,5.6,202,0.971,321.384,14.382,0,0,-1,0,101,127374,tt1930546,1,0.9862,12,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Born to Be Blue,1,6.579,202,2.443,262.939,13.06,0,0,-1,830129,97,327528,tt2133196,1,0.9908,15,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Enter Nowhere,1,6.342,202,7.609,140.07,13.852,0,0,-1,0,90,98568,tt1631707,0,-999.0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Scooby-Doo! Legend of the Phantosaur,1,7.8,202,3.911,210.425,15.811,1,0,-1,0,75,67900,tt1777608,0,-999.0,11,9,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Lucy in the Sky,0,4.988,202,6.04,334.094,12.464,1,0,-1,481707,125,340104,tt4682804,0,-999.0,19,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Heavy Metal 2000,1,6.02,202,2.532,114.248,11.246,0,1,15000000,0,88,16225,tt0119273,0,-999.0,0,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
WolfCop,0,5.228,202,1.735,67.644,11.97,0,1,761100,0,79,262840,tt2781516,0,-999.0,14,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Hottie & The Nottie,0,2.8,201,0.753,82.392,13.92,0,0,-1,0,91,63315,tt0804492,0,-999.0,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Reckoning,1,6.5,201,9.162,130.172,17.165,0,0,-1,596806,111,587130,tt9182964,1,0.8126,21,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Bad Match,0,5.53,201,4.466,103.302,9.054,0,0,-1,0,90,429727,tt5990066,0,-999.0,17,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Incredible Jessica James,1,6.2,201,3.158,144.988,9.67,0,0,-1,0,83,432789,tt5990342,1,0.9911,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Private Lives of Pippa Lee,0,5.913,201,7.49,496.624,15.857,0,0,-1,2800000,98,4475,tt1134629,0,-999.0,9,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Doctor Who: Planet of the Dead,1,7.4,201,5.969,131.104,8.242,0,0,-1,0,59,282963,tt1337072,0,-999.0,9,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
The Challenge,1,6.134,201,3.795,79.126,13.259,0,0,-1,0,90,44899,tt0365043,0,-999.0,3,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Take Me,0,5.796,201,12.001,78.201,8.556,0,0,-1,2583,83,426272,tt6598626,1,0.6381,17,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7 Guardians of the Tomb,0,5.45,201,2.169,159.195,15.778,1,0,-1,7910928,90,409582,tt4915672,1,0.802,18,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Inside I'm Dancing,1,7.4,201,2.361,145.64600000000002,10.826,1,0,-1,0,104,31165,tt0417791,0,-999.0,4,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Return of the Living Dead: Rave to the Grave,0,5.2,201,5.858,80.04,15.393,0,0,-1,0,95,24939,tt0411806,1,-0.9923,5,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Born to Race,1,6.898,201,2.789,196.043,14.537,0,0,-1,0,99,74523,tt1781781,0,-999.0,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Harrison: Living in the Material World,1,7.778,200,30.804,212.56,10.665,0,0,-1,0,208,75964,tt1113829,0,-999.0,11,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Beta Test,1,6.155,200,5.345,144.017,9.438,0,0,-1,0,93,749645,tt11738830,0,-999.0,21,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Butchers,0,5.1,200,4.838,27.37,18.658,0,0,-1,0,93,720026,tt8764358,1,-0.8954,20,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Beta Test,1,6.155,200,5.345,144.017,9.438,0,0,-1,0,93,749645,tt11738830,0,-999.0,21,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Samaritan,0,5.443,200,7.13,197.835,13.616,0,1,12000000,2521,90,98339,tt1867093,0,-999.0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Broken,0,5.418,200,9.366,188.759,11.805,0,1,6700000,0,93,3511,tt0906734,0,-999.0,8,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Space Buddies,0,5.883,200,31.331,273.912,13.861,0,0,-1,0,84,14749,tt1164647,0,-999.0,9,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Puppy Love,1,7.078,200,3.075,149.57399999999998,62.735,1,0,-1,0,106,1143319,tt28182736,0,-999.0,23,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Strangers: Chapter 1,0,5.8,200,20.268,184.765,578.523,1,1,8500000,42452206,91,1010600,tt22050754,1,-0.1352666666666666,24,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Meeting Evil,0,5.27,200,5.312,213.08,9.968,1,0,-1,525,89,94204,tt1810697,0,-999.0,12,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Puppy Love,1,7.078,200,3.075,149.57399999999998,62.735,1,0,-1,0,106,1143319,tt28182736,0,-999.0,23,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Snow Day,0,5.108,200,6.607,285.309,15.86,1,1,13000000,62464731,89,15489,tt0184907,0,-999.0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9/11,0,5.205,200,3.504,280.085,25.671,0,1,5500000,200000,90,455558,tt4917224,0,-999.0,17,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Trial by Fire,1,6.839,199,22.444,298.65,18.277,0,0,-1,130000,127,481880,tt3263946,0,-999.0,19,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Rocky Horror Picture Show: Let's Do the Time Warp Again,0,5.106,199,8.597,247.392,10.496,0,0,-1,0,94,377448,tt1267299,0,-999.0,16,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
Ultraman: Rising,1,8.45,199,7.067,154.74,316.788,0,0,-1,0,117,829402,tt9471678,0,-999.0,24,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Wicked Little Letters,1,6.975,199,4.391,309.954,142.652,1,1,12600000,26407131,100,975773,tt20234774,1,0.9216,24,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Quiz Lady,1,6.7,199,9.077,309.454,15.628,0,0,-1,0,100,787781,tt13405810,0,-999.0,23,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghosts of the Abyss,1,6.874,199,19.221,78.667,10.934,1,1,13000000,17040871,91,24982,tt0297144,0,-999.0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Show,0,5.7,199,50.388,494.038,13.99,1,0,-1,0,104,375098,tt2088950,0,-999.0,17,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Clara,1,7.5,199,0.214,143.855,12.059,0,0,-1,0,106,466532,tt6613878,0,-999.0,18,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Trial by Fire,1,6.839,199,22.444,298.65,18.277,0,0,-1,130000,127,481880,tt3263946,0,-999.0,19,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Boy Behind The Door,1,6.307,199,0.91,46.789,13.362,0,0,-1,0,88,741613,tt10772662,1,0.9263,20,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Critters Attack!,0,5.668,199,1.722,124.459,18.226,1,0,-1,0,89,597856,tt10240612,1,0.0878499999999999,19,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
Singularity,0,3.6,199,1.107,80.485,17.67,1,0,-1,0,92,484886,tt7312940,0,-999.0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Big Driver,0,5.769,199,2.246,118.323,28.077,1,0,-1,0,87,297961,tt3831810,0,-999.0,14,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Hell & Back,0,5.241,199,1.562,430.322,9.398,0,0,-1,157768,86,336313,tt2141773,0,-999.0,15,10,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chéri,1,6.088,199,9.581,290.73900000000003,14.745,1,1,23000000,9400000,86,22215,tt1179258,0,-999.0,9,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Silk Road,1,6.301,198,2.956,223.471,14.683,1,1,5900000,0,116,579051,tt7937254,0,-999.0,21,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Paid in Full,1,6.8,198,4.211,212.585,14.143,1,0,-1,3100000,98,13098,tt0259484,0,-999.0,2,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Here Alone,0,5.508,198,2.235,38.647,15.337,0,0,-1,0,97,390582,tt4814760,1,0.024,16,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Manglehorn,0,5.4,198,8.071,116.174,9.868,0,1,4000000,143101,97,254905,tt2893490,0,-999.0,15,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Half Brothers,1,7.442,198,3.356,178.041,12.022,1,0,-1,0,96,652962,tt10515926,0,-999.0,20,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Summerland,1,7.52,198,0.808,246.592,10.777,0,0,-1,504296,100,523977,tt6841122,1,0.6486,20,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Hell Ride,0,5.2,198,7.848,307.109,13.376,1,0,-1,194287,84,13300,tt0411475,0,-999.0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Clock,0,5.588,198,2.236,91.421,27.588,0,0,-1,0,92,1085103,tt17219484,0,-999.0,23,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Half Brothers,1,7.442,198,3.356,178.041,12.022,1,0,-1,0,96,652962,tt10515926,0,-999.0,20,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bottle Shock,1,6.351,198,4.181,351.94,21.987,0,1,5000000,4040588,110,13996,tt0914797,0,-999.0,8,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Marine 2,0,5.891,198,5.166,154.07399999999998,23.013,0,0,-1,0,95,27310,tt1266027,0,-999.0,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cats & Dogs 3: Paws Unite,1,6.2,198,11.513,202.342,22.98,1,1,17000000,4200000,84,726739,tt12745164,0,-999.0,20,10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Door in the Floor,1,6.1,198,3.778,263.189,16.449,1,1,7500000,6715067,111,1944,tt0348593,0,-999.0,4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Codename: Kids Next Door: Operation Z.E.R.O.,1,8.0,198,3.49,321.634,60.632,0,0,-1,0,73,205081,tt0837113,0,-999.0,6,8,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0
Bounty Killer,0,5.705,198,1.955,223.043,16.579,0,0,-1,0,93,209504,tt2369396,0,-999.0,13,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Search for Santa Paws,1,6.255,198,31.331,342.075,16.618,0,0,-1,0,89,48844,tt1544572,0,-999.0,10,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cats & Dogs 3: Paws Unite,1,6.2,198,11.513,202.342,22.98,1,1,17000000,4200000,84,726739,tt12745164,0,-999.0,20,10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
An Honest Liar,1,7.085,198,2.406,48.368,9.247,0,0,-1,0,90,262481,tt2246565,0,-999.0,14,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Nativity!,1,6.3,197,5.797,307.243,6.97,1,0,-1,0,105,49522,tt1242447,1,0.9885,9,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Five Minutes of Heaven,1,6.142,197,6.153,189.649,8.301,1,0,-1,364355,89,16759,tt1238291,0,-999.0,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Phineas and Ferb: Star Wars,1,7.152,197,4.656,386.3,14.917,0,0,-1,0,51,392216,tt3067144,0,-999.0,14,7,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
The Keeping Room,0,5.7,197,0.881,163.761,18.61,1,0,-1,0,95,284284,tt2488778,1,0.0379999999999999,14,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Sapphires,1,6.766,197,7.885,76.936,17.079,0,1,9000000,20400000,103,110146,tt1673697,0,-999.0,12,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Hart: Let Me Explain,1,6.774,197,3.377,74.686,9.868,0,0,-1,32230907,74,181330,tt2609912,0,-999.0,13,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Camp,1,6.865,197,12.755,299.855,12.801,1,1,24000000,0,100,454433,tt3979300,1,0.9827,20,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Alex & Emma,0,5.256,197,22.818,275.227,15.422,1,1,30000000,15368897,96,17813,tt0318283,0,-999.0,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
According to Greta,1,6.051,197,1.644,154.495,12.725,1,0,-1,0,92,26035,tt1059925,0,-999.0,9,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sorority Wars,1,6.0,197,7.892,279.259,16.983,0,0,-1,0,95,46127,tt1411249,0,-999.0,9,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Rejected,1,7.327,197,4.965,6.513,7.563,0,0,-1,0,9,32536,tt0234588,1,0.5994,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Right Kind of Wrong,0,5.872,197,4.257,178.349,9.129,0,0,-1,0,97,209406,tt2286990,1,0.993,13,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jumping the Broom,0,5.954,197,2.689,361.814,13.573,1,1,6600000,37700000,112,57119,tt1640484,0,-999.0,11,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Four Good Days,1,6.751,197,11.0,259.075,18.361,0,0,-1,843965,100,641960,tt10344522,0,-999.0,21,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Joy Ride 3,0,5.571,197,4.133,127.589,14.19,0,0,-1,0,96,259074,tt3138376,0,-999.0,14,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
I Saw the Light,1,6.3,196,6.371,279.831,9.942,1,1,13000000,1646788,123,297806,tt1490785,0,-999.0,16,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Locked In,0,5.362,196,2.125,175.251,33.557,0,0,-1,0,96,1064024,tt24870072,1,0.886,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tremors: Shrieker Island,1,6.107,196,7.377,112.971,24.409,0,0,-1,0,102,670266,tt8322060,1,0.9458,20,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"My Son, My Son, What Have Ye Done",1,6.0,196,13.589,355.082,13.575,0,0,-1,0,91,44027,tt1233219,0,-999.0,9,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Muppets Haunted Mansion,1,6.452,196,5.947,316.698,19.724,0,0,-1,0,52,826914,tt14602326,0,-999.0,21,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The Sense of an Ending,1,6.4,196,0.914,340.956,19.727,1,0,-1,5081495,108,354285,tt4827986,1,0.6357,17,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Infestation,0,5.9,196,5.97,97.539,9.674,0,0,-1,0,91,22476,tt1020543,0,-999.0,9,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Chi-Raq,0,5.8,196,11.839,373.092,14.332,0,0,-1,0,127,340275,tt4594834,0,-999.0,15,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
My Little Eye,0,5.378,196,4.968,81.273,9.633,1,1,3000000,0,95,16077,tt0280969,0,-999.0,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Smosh: The Movie,0,4.5,196,13.262,132.194,12.069,0,1,1000000,0,83,311615,tt4184878,0,-999.0,15,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Dark Place,1,6.023,196,5.161,134.54,9.813,0,0,-1,0,89,412157,tt5936866,1,0.9527,18,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Zeitgeist: Moving Forward,1,7.038,196,4.496,28.905,7.34,0,0,-1,0,161,54293,tt1781069,0,-999.0,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
My Perfect Romance,0,5.6,196,2.497,172.668,15.332,0,0,-1,0,91,503403,tt7358936,0,-999.0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Mary,0,5.01,195,8.281,319.303,13.332,0,0,-1,709528,84,419706,tt5834854,1,0.4829,19,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Debt Collector,0,5.8,195,4.674,269.173,29.196,0,1,3000000,28645,96,513691,tt7448180,0,-999.0,18,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Another Gay Movie,1,6.018,195,4.448,125.087,13.031,0,1,500000,745327,92,12795,tt0443431,0,-999.0,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lantana,1,6.6,195,4.865,166.572,11.12,0,0,-1,15747947,121,9523,tt0259393,1,0.9251,1,10,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Blackbird,1,6.795,195,11.145,240.199,11.268,1,0,-1,0,98,536396,tt8717446,1,0.74335,19,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spare Parts,1,7.249,195,11.513,250.979,14.039,1,0,-1,0,115,264337,tt3233418,1,0.9957,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bad Ass 2: Bad Asses,1,6.151,195,5.469,308.403,14.272,0,1,5500000,0,91,255268,tt2996648,1,-0.9904,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firebreather,1,7.4,195,4.97,205.546,15.295,0,0,-1,0,70,50337,tt1782440,0,-999.0,10,11,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
Operation: Endgame,0,4.9,195,2.801,309.699,15.875,0,0,-1,0,82,41135,tt1268987,0,-999.0,10,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dance of the Dead,0,5.777,195,4.351,122.207,9.24,0,0,-1,0,87,13094,tt0926063,1,0.4588,8,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Boys in the Boat,1,7.382,195,65.962,292.302,25.956,1,1,40000000,54401583,124,823452,tt1856080,1,0.68635,23,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Tales of the Black Freighter,1,6.7,195,0.536,108.002,9.069,1,0,-1,0,26,16440,tt1295071,0,-999.0,9,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Secret Life of Words,1,6.933,195,16.538,184.263,8.466,0,1,5000000,0,115,148,tt0430576,0,-999.0,5,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Forgiven,0,5.758,194,2.218,267.565,15.864,1,0,-1,0,117,522927,tt3696180,1,-0.56045,22,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Next Floor,1,7.103,194,23.867,32.224000000000004,7.296,0,0,-1,0,12,99343,tt1255891,0,-999.0,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blithe Spirit,0,5.8,194,7.359,282.925,24.338,1,0,-1,0,99,644831,tt10334148,0,-999.0,20,11,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Moonage Daydream,1,7.6,194,2.505,80.652,17.07,0,0,-1,10680627,134,957457,tt9883832,1,0.99205,22,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Justin Bieber's Believe,1,7.129,194,6.667,197.468,9.634,0,1,5000000,32200000,92,229296,tt3165608,0,-999.0,13,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Last Winter,0,5.368,194,4.819,154.145,10.116,0,0,-1,0,101,15667,tt0454864,0,-999.0,6,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Emily,1,6.972,194,26.641,124.757,15.91,1,0,-1,1859871,130,707103,tt12374656,1,0.9792,22,10,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Petals on the Wind,1,6.5,194,4.444,205.871,20.741,0,0,-1,0,85,267793,tt3496892,0,-999.0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Big Top Scooby-Doo!,1,7.773,194,1.87,237.446,31.599,1,0,-1,0,81,119321,tt2235542,0,-999.0,12,10,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Supersonic,1,7.426,194,8.282,55.056,13.151,0,0,-1,226286,117,412924,tt5213534,0,-999.0,16,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
An Adventure in Space and Time,1,7.714,194,6.231,303.626,10.454,1,0,-1,0,83,210024,tt2663812,0,-999.0,13,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vita & Virginia,1,6.848,194,1.274,184.269,12.708,0,0,-1,0,110,447034,tt5859882,1,0.2256,19,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Last Face,0,5.549,194,31.329,259.817,7.688,0,0,-1,0,130,287904,tt3286560,1,0.6674,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Portable Door,1,6.564,194,3.368,226.202,22.466,0,0,-1,0,116,830896,tt11820950,0,-999.0,23,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Life on the Line,0,5.738,193,10.577,442.799,12.986,1,0,-1,0,97,398289,tt3727202,0,-999.0,16,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Harvest,0,5.9,193,5.069,143.658,16.717,0,0,-1,0,104,229182,tt2543336,1,-0.9036,15,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Arizona,0,5.49,193,2.598,212.816,13.078,0,0,-1,0,85,490004,tt2140629,1,0.1779,18,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hot Bot,0,4.321,193,9.482,150.767,13.061,0,0,-1,0,86,385317,tt2854394,0,-999.0,16,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Magic Magic,0,5.109,193,3.691,141.41,11.935,0,0,-1,0,97,139519,tt1929308,0,-999.0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Happily N'Ever After 2,0,4.578,193,3.104,59.416,13.641,0,0,-1,739943,75,16652,tt1235837,0,-999.0,9,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Against the Sun,1,6.995,193,0.028,61.014,15.158,0,0,-1,0,99,302828,tt2557276,1,0.9937,14,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
